device,suite,provider,layout,mode,batch,seq,hidden,dtype,gate_multiplier,down_multiplier,time_ms,peak_memory_mib,warmup,rep
NVIDIA A100-SXM4-80GB,a100,liger,separate,forward,2,7,11009,fp32,0.7,1.3,0.114171,4.118,10,30
NVIDIA A100-SXM4-80GB,a100,liger,separate,full,2,7,11009,fp32,0.7,1.3,0.392044,5.295,10,30
NVIDIA A100-SXM4-80GB,a100,torch,separate,forward,1,128,32768,fp32,0.7,1.3,0.100071,128.000,10,30
NVIDIA A100-SXM4-80GB,a100,torch,separate,full,1,128,32768,fp32,0.7,1.3,0.319622,208.000,10,30
NVIDIA A100-SXM4-80GB,a100,forge_fast,separate,forward,1,128,32768,fp32,0.7,1.3,0.094034,96.000,10,30
NVIDIA A100-SXM4-80GB,a100,forge_fast,separate,backward,1,128,32768,fp32,0.7,1.3,0.126539,112.000,10,30
NVIDIA A100-SXM4-80GB,a100,forge_fast,separate,full,1,128,32768,fp32,0.7,1.3,0.413094,128.000,10,30
NVIDIA A100-SXM4-80GB,a100,forge_safe,separate,forward,1,128,32768,fp32,0.7,1.3,0.097641,96.000,10,30
NVIDIA A100-SXM4-80GB,a100,forge_safe,separate,backward,1,128,32768,fp32,0.7,1.3,0.135809,144.000,10,30
NVIDIA A100-SXM4-80GB,a100,forge_safe,separate,full,1,128,32768,fp32,0.7,1.3,0.361833,160.000,10,30
NVIDIA A100-SXM4-80GB,a100,torch_packed,packed,forward,1,128,32768,fp32,0.7,1.3,0.131900,128.000,10,30
NVIDIA A100-SXM4-80GB,a100,torch_packed,packed,full,1,128,32768,fp32,0.7,1.3,0.377493,208.000,10,30
NVIDIA A100-SXM4-80GB,a100,forge_packed_fast,packed,forward,1,128,32768,fp32,0.7,1.3,0.090935,96.000,10,30
NVIDIA A100-SXM4-80GB,a100,forge_packed_fast,packed,backward,1,128,32768,fp32,0.7,1.3,0.137250,112.000,10,30
NVIDIA A100-SXM4-80GB,a100,forge_packed_fast,packed,full,1,128,32768,fp32,0.7,1.3,0.344148,128.000,10,30
NVIDIA A100-SXM4-80GB,a100,forge_packed_safe,packed,forward,1,128,32768,fp32,0.7,1.3,0.093963,96.000,10,30
NVIDIA A100-SXM4-80GB,a100,forge_packed_safe,packed,backward,1,128,32768,fp32,0.7,1.3,0.143268,144.000,10,30
NVIDIA A100-SXM4-80GB,a100,forge_packed_safe,packed,full,1,128,32768,fp32,0.7,1.3,0.363714,160.000,10,30
NVIDIA A100-SXM4-80GB,a100,liger,separate,forward,1,128,32768,fp32,0.7,1.3,0.115721,112.000,10,30
NVIDIA A100-SXM4-80GB,a100,liger,separate,full,1,128,32768,fp32,0.7,1.3,0.303182,144.000,10,30
NVIDIA A100-SXM4-80GB,a100,torch,separate,forward,1,32,65536,fp32,0.7,1.3,0.063968,64.000,10,30
NVIDIA A100-SXM4-80GB,a100,torch,separate,full,1,32,65536,fp32,0.7,1.3,0.257092,104.000,10,30
NVIDIA A100-SXM4-80GB,a100,forge_fast,separate,forward,1,32,65536,fp32,0.7,1.3,0.091461,48.000,10,30
NVIDIA A100-SXM4-80GB,a100,forge_fast,separate,backward,1,32,65536,fp32,0.7,1.3,0.157674,56.000,10,30
NVIDIA A100-SXM4-80GB,a100,forge_fast,separate,full,1,32,65536,fp32,0.7,1.3,0.368076,64.000,10,30
NVIDIA A100-SXM4-80GB,a100,forge_safe,separate,forward,1,32,65536,fp32,0.7,1.3,0.107362,48.000,10,30
NVIDIA A100-SXM4-80GB,a100,forge_safe,separate,backward,1,32,65536,fp32,0.7,1.3,0.155332,72.000,10,30
NVIDIA A100-SXM4-80GB,a100,forge_safe,separate,full,1,32,65536,fp32,0.7,1.3,0.323920,80.000,10,30
NVIDIA A100-SXM4-80GB,a100,torch_packed,packed,forward,1,32,65536,fp32,0.7,1.3,0.083774,64.000,10,30
NVIDIA A100-SXM4-80GB,a100,torch_packed,packed,full,1,32,65536,fp32,0.7,1.3,0.307639,104.000,10,30
