device,suite,provider,layout,mode,batch,seq,hidden,dtype,gate_multiplier,down_multiplier,time_ms,peak_memory_mib,warmup,rep
NVIDIA A100-SXM4-80GB,smoke,forge_safe,separate,backward,2,7,11009,bf16,0.7,1.3,0.060186,2.649,10,20
NVIDIA A100-SXM4-80GB,smoke,forge_safe,separate,full,2,7,11009,bf16,0.7,1.3,0.515472,2.944,10,20
NVIDIA A100-SXM4-80GB,smoke,torch_packed,packed,forward,2,7,11009,bf16,0.7,1.3,0.110984,2.648,10,20
NVIDIA A100-SXM4-80GB,smoke,torch_packed,packed,full,2,7,11009,bf16,0.7,1.3,0.510410,4.414,10,20
NVIDIA A100-SXM4-80GB,smoke,forge_packed_fast,packed,forward,2,7,11009,bf16,0.7,1.3,0.081454,1.766,10,20
NVIDIA A100-SXM4-80GB,smoke,forge_packed_fast,packed,backward,2,7,11009,bf16,0.7,1.3,0.050976,2.060,10,20
NVIDIA A100-SXM4-80GB,smoke,forge_packed_fast,packed,full,2,7,11009,bf16,0.7,1.3,0.382652,2.354,10,20
NVIDIA A100-SXM4-80GB,smoke,forge_packed_safe,packed,forward,2,7,11009,bf16,0.7,1.3,0.084244,1.766,10,20
NVIDIA A100-SXM4-80GB,smoke,forge_packed_safe,packed,backward,2,7,11009,bf16,0.7,1.3,0.054152,2.648,10,20
NVIDIA A100-SXM4-80GB,smoke,forge_packed_safe,packed,full,2,7,11009,bf16,0.7,1.3,0.418036,2.943,10,20
