device,suite,provider,layout,mode,batch,seq,hidden,dtype,gate_multiplier,down_multiplier,time_ms,peak_memory_mib,warmup,rep
NVIDIA A100-SXM4-80GB,a100,torch,separate,forward,2,7,11009,bf16,0.7,1.3,0.090766,2.648,20,50
NVIDIA A100-SXM4-80GB,a100,torch,separate,full,2,7,11009,bf16,0.7,1.3,0.461759,4.415,20,50
NVIDIA A100-SXM4-80GB,a100,forge_fast,separate,forward,2,7,11009,bf16,0.7,1.3,0.088291,1.766,20,50
NVIDIA A100-SXM4-80GB,a100,forge_fast,separate,backward,2,7,11009,bf16,0.7,1.3,0.056232,2.061,20,50
NVIDIA A100-SXM4-80GB,a100,forge_fast,separate,full,2,7,11009,bf16,0.7,1.3,0.438169,2.355,20,50
NVIDIA A100-SXM4-80GB,a100,forge_safe,separate,forward,2,7,11009,bf16,0.7,1.3,0.089655,1.766,20,50
NVIDIA A100-SXM4-80GB,a100,forge_safe,separate,backward,2,7,11009,bf16,0.7,1.3,0.068107,2.649,20,50
NVIDIA A100-SXM4-80GB,a100,forge_safe,separate,full,2,7,11009,bf16,0.7,1.3,0.530754,2.944,20,50
NVIDIA A100-SXM4-80GB,a100,torch_packed,packed,forward,2,7,11009,bf16,0.7,1.3,0.120045,2.648,20,50
NVIDIA A100-SXM4-80GB,a100,torch_packed,packed,full,2,7,11009,bf16,0.7,1.3,0.523192,4.414,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_fast,packed,forward,2,7,11009,bf16,0.7,1.3,0.099334,1.766,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_fast,packed,backward,2,7,11009,bf16,0.7,1.3,0.053096,2.060,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_fast,packed,full,2,7,11009,bf16,0.7,1.3,0.419206,2.354,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_safe,packed,forward,2,7,11009,bf16,0.7,1.3,0.138796,1.766,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_safe,packed,backward,2,7,11009,bf16,0.7,1.3,0.062901,2.648,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_safe,packed,full,2,7,11009,bf16,0.7,1.3,0.432571,2.943,20,50
NVIDIA A100-SXM4-80GB,a100,torch,separate,forward,1,128,32768,bf16,1.0,1.0,0.107711,72.000,20,50
NVIDIA A100-SXM4-80GB,a100,torch,separate,full,1,128,32768,bf16,1.0,1.0,0.466841,120.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_fast,separate,forward,1,128,32768,bf16,1.0,1.0,0.089721,48.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_fast,separate,backward,1,128,32768,bf16,1.0,1.0,0.058721,56.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_fast,separate,full,1,128,32768,bf16,1.0,1.0,0.461227,64.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_safe,separate,forward,1,128,32768,bf16,1.0,1.0,0.102625,48.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_safe,separate,backward,1,128,32768,bf16,1.0,1.0,0.075571,72.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_safe,separate,full,1,128,32768,bf16,1.0,1.0,0.469134,80.000,20,50
NVIDIA A100-SXM4-80GB,a100,torch_packed,packed,forward,1,128,32768,bf16,1.0,1.0,0.137569,72.000,20,50
NVIDIA A100-SXM4-80GB,a100,torch_packed,packed,full,1,128,32768,bf16,1.0,1.0,0.526147,120.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_fast,packed,forward,1,128,32768,bf16,1.0,1.0,0.090550,48.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_fast,packed,backward,1,128,32768,bf16,1.0,1.0,0.057916,56.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_fast,packed,full,1,128,32768,bf16,1.0,1.0,0.412840,64.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_safe,packed,forward,1,128,32768,bf16,1.0,1.0,0.087816,48.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_safe,packed,backward,1,128,32768,bf16,1.0,1.0,0.067817,72.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_safe,packed,full,1,128,32768,bf16,1.0,1.0,0.429273,80.000,20,50
NVIDIA A100-SXM4-80GB,a100,torch,separate,forward,1,128,32768,bf16,0.7,1.3,0.108147,72.000,20,50
NVIDIA A100-SXM4-80GB,a100,torch,separate,full,1,128,32768,bf16,0.7,1.3,0.465119,120.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_fast,separate,forward,1,128,32768,bf16,0.7,1.3,0.097837,48.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_fast,separate,backward,1,128,32768,bf16,0.7,1.3,0.058728,56.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_fast,separate,full,1,128,32768,bf16,0.7,1.3,0.255133,64.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_safe,separate,forward,1,128,32768,bf16,0.7,1.3,0.089608,48.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_safe,separate,backward,1,128,32768,bf16,0.7,1.3,0.073151,72.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_safe,separate,full,1,128,32768,bf16,0.7,1.3,0.272218,80.000,20,50
NVIDIA A100-SXM4-80GB,a100,torch_packed,packed,forward,1,128,32768,bf16,0.7,1.3,0.136966,72.000,20,50
NVIDIA A100-SXM4-80GB,a100,torch_packed,packed,full,1,128,32768,bf16,0.7,1.3,0.343507,120.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_fast,packed,forward,1,128,32768,bf16,0.7,1.3,0.087969,48.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_fast,packed,backward,1,128,32768,bf16,0.7,1.3,0.056401,56.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_fast,packed,full,1,128,32768,bf16,0.7,1.3,0.285507,64.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_safe,packed,forward,1,128,32768,bf16,0.7,1.3,0.091181,48.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_safe,packed,backward,1,128,32768,bf16,0.7,1.3,0.065846,72.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_safe,packed,full,1,128,32768,bf16,0.7,1.3,0.257410,80.000,20,50
NVIDIA A100-SXM4-80GB,a100,torch,separate,forward,1,32,65536,bf16,1.0,1.0,0.092175,36.000,20,50
NVIDIA A100-SXM4-80GB,a100,torch,separate,full,1,32,65536,bf16,1.0,1.0,0.358305,60.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_fast,separate,forward,1,32,65536,bf16,1.0,1.0,0.094168,24.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_fast,separate,backward,1,32,65536,bf16,1.0,1.0,0.074446,28.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_fast,separate,full,1,32,65536,bf16,1.0,1.0,0.252511,32.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_safe,separate,forward,1,32,65536,bf16,1.0,1.0,0.107267,24.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_safe,separate,backward,1,32,65536,bf16,1.0,1.0,0.092147,36.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_safe,separate,full,1,32,65536,bf16,1.0,1.0,0.267624,40.000,20,50
NVIDIA A100-SXM4-80GB,a100,torch_packed,packed,forward,1,32,65536,bf16,1.0,1.0,0.108683,36.000,20,50
NVIDIA A100-SXM4-80GB,a100,torch_packed,packed,full,1,32,65536,bf16,1.0,1.0,0.350612,60.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_fast,packed,forward,1,32,65536,bf16,1.0,1.0,0.089073,24.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_fast,packed,backward,1,32,65536,bf16,1.0,1.0,0.065832,28.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_fast,packed,full,1,32,65536,bf16,1.0,1.0,0.234851,32.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_safe,packed,forward,1,32,65536,bf16,1.0,1.0,0.087288,24.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_safe,packed,backward,1,32,65536,bf16,1.0,1.0,0.073459,36.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_safe,packed,full,1,32,65536,bf16,1.0,1.0,0.249344,40.000,20,50
NVIDIA A100-SXM4-80GB,a100,torch,separate,forward,1,32,65536,bf16,0.7,1.3,0.086719,36.000,20,50
NVIDIA A100-SXM4-80GB,a100,torch,separate,full,1,32,65536,bf16,0.7,1.3,0.301725,60.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_fast,separate,forward,1,32,65536,bf16,0.7,1.3,0.089243,24.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_fast,separate,backward,1,32,65536,bf16,0.7,1.3,0.062434,28.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_fast,separate,full,1,32,65536,bf16,0.7,1.3,0.249163,32.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_safe,separate,forward,1,32,65536,bf16,0.7,1.3,0.088889,24.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_safe,separate,backward,1,32,65536,bf16,0.7,1.3,0.075447,36.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_safe,separate,full,1,32,65536,bf16,0.7,1.3,0.261124,40.000,20,50
NVIDIA A100-SXM4-80GB,a100,torch_packed,packed,forward,1,32,65536,bf16,0.7,1.3,0.107622,36.000,20,50
NVIDIA A100-SXM4-80GB,a100,torch_packed,packed,full,1,32,65536,bf16,0.7,1.3,0.404178,60.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_fast,packed,forward,1,32,65536,bf16,0.7,1.3,0.087980,24.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_fast,packed,backward,1,32,65536,bf16,0.7,1.3,0.065407,28.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_fast,packed,full,1,32,65536,bf16,0.7,1.3,0.355378,32.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_safe,packed,forward,1,32,65536,bf16,0.7,1.3,0.085126,24.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_safe,packed,backward,1,32,65536,bf16,0.7,1.3,0.072239,36.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_safe,packed,full,1,32,65536,bf16,0.7,1.3,0.353183,40.000,20,50
